geometry_label,n,a,rAR,lead_width,energy,transmission,conductance_spinless_units,lead_mode_count_if_available
n1.2_W4,1.2,30.0,1.0,4,-3.256666666666667,0.24180095782637942,0.24180095782637942,1
n1.2_W4,1.2,30.0,1.0,4,-3.2533333333333334,0.0861466581582196,0.0861466581582196,1
n1.2_W4,1.2,30.0,1.0,4,-3.25,0.10031355948059195,0.10031355948059195,1
n1.2_W4,1.2,30.0,1.0,4,-3.2466666666666666,0.052378807111158304,0.052378807111158304,1
n1.2_W4,1.2,30.0,1.0,4,-3.243333333333333,0.006981140866829336,0.006981140866829336,1
n1.2_W4,1.2,30.0,1.0,4,-3.2399999999999998,0.011822518009672971,0.011822518009672971,1
n1.2_W4,1.2,30.0,1.0,4,-3.2366666666666664,0.11385200633613257,0.11385200633613257,1
n1.2_W4,1.2,30.0,1.0,4,-3.2333333333333334,0.33521285236568205,0.33521285236568205,1
n1.2_W4,1.2,30.0,1.0,4,-3.23,0.6382614923297971,0.6382614923297971,1
n1.2_W4,1.2,30.0,1.0,4,-3.2266666666666666,0.9813198874880037,0.9813198874880037,1
n1.2_W4,1.2,30.0,1.0,4,-3.223333333333333,0.8844578300749117,0.8844578300749117,1
n1.2_W4,1.2,30.0,1.0,4,-3.2199999999999998,0.009562952841976292,0.009562952841976292,1
n1.2_W4,1.2,30.0,1.0,4,-3.216666666666667,0.03588694500640123,0.03588694500640123,1
n1.2_W4,1.2,30.0,1.0,4,-3.2133333333333334,0.8225890474432598,0.8225890474432598,1
n1.2_W4,1.2,30.0,1.0,4,-3.21,0.9957893584934171,0.9957893584934171,1
n1.2_W4,1.2,30.0,1.0,4,-3.2066666666666666,0.9986147698900925,0.9986147698900925,1
n1.2_W4,1.2,30.0,1.0,4,-3.203333333333333,0.9903656813289102,0.9903656813289102,1
n1.2_W4,1.2,30.0,1.0,4,-3.2,0.9676547151314104,0.9676547151314104,1
n1.2_W4,1.2,30.0,1.0,4,-3.1966666666666668,0.8905502711341645,0.8905502711341645,1
n1.2_W4,1.2,30.0,1.0,4,-3.1933333333333334,0.17923271276925604,0.17923271276925604,1
n1.2_W4,1.2,30.0,1.0,4,-3.19,0.25456349326108524,0.25456349326108524,1
n1.2_W4,1.2,30.0,1.0,4,-3.1866666666666665,0.07108803398906481,0.07108803398906481,1
n1.2_W4,1.2,30.0,1.0,4,-3.183333333333333,0.9997928804307027,0.9997928804307027,1
n1.2_W4,1.2,30.0,1.0,4,-3.1799999999999997,0.6725237416271901,0.6725237416271901,1
n1.2_W4,1.2,30.0,1.0,4,-3.1766666666666667,0.9213074600915347,0.9213074600915347,1
n1.2_W4,1.2,30.0,1.0,4,-3.1733333333333333,0.931100496524885,0.931100496524885,1
n1.2_W4,1.2,30.0,1.0,4,-3.17,0.9057179332769304,0.9057179332769304,1
n1.2_W4,1.2,30.0,1.0,4,-3.1666666666666665,0.7878771449126065,0.7878771449126065,1
n1.2_W4,1.2,30.0,1.0,4,-3.163333333333333,0.7206559061631345,0.7206559061631345,1
n1.2_W4,1.2,30.0,1.0,4,-3.16,0.2701718361363428,0.2701718361363428,1
n1.2_W4,1.2,30.0,1.0,4,-3.1566666666666667,0.006593593797177103,0.006593593797177103,1
n1.2_W4,1.2,30.0,1.0,4,-3.1533333333333333,0.11667194658534179,0.11667194658534179,1
n1.2_W4,1.2,30.0,1.0,4,-3.15,0.1528167785634532,0.1528167785634532,1
n1.2_W4,1.2,30.0,1.0,4,-3.1466666666666665,0.3263337911470446,0.3263337911470446,1
n1.2_W4,1.2,30.0,1.0,4,-3.1433333333333335,0.4725955750093297,0.4725955750093297,1
n1.2_W4,1.2,30.0,1.0,4,-3.1399999999999997,0.6723140320249882,0.6723140320249882,1
n1.2_W4,1.2,30.0,1.0,4,-3.1366666666666667,0.9177876354976888,0.9177876354976888,1
n1.2_W4,1.2,30.0,1.0,4,-3.1333333333333333,0.9972288825977208,0.9972288825977208,1
n1.2_W4,1.2,30.0,1.0,4,-3.13,0.8964799885702687,0.8964799885702687,1
n1.2_W4,1.2,30.0,1.0,4,-3.1266666666666665,0.8049708741994186,0.8049708741994186,1
n1.2_W4,1.2,30.0,1.0,4,-3.123333333333333,0.7885171861973564,0.7885171861973564,1
n1.2_W4,1.2,30.0,1.0,4,-3.12,0.825863499572027,0.825863499572027,1
n1.2_W4,1.2,30.0,1.0,4,-3.1166666666666667,0.9996539688097303,0.9996539688097303,1
n1.2_W4,1.2,30.0,1.0,4,-3.1133333333333333,0.9969495394340342,0.9969495394340342,1
n1.2_W4,1.2,30.0,1.0,4,-3.11,0.26988587291066485,0.26988587291066485,1
n1.2_W4,1.2,30.0,1.0,4,-3.1066666666666665,0.5732042220078495,0.5732042220078495,1
n1.2_W4,1.2,30.0,1.0,4,-3.1033333333333335,0.291701077643043,0.291701077643043,1
n1.2_W4,1.2,30.0,1.0,4,-3.1,0.020178431792830315,0.020178431792830315,1
n1.2_W4,1.2,30.0,1.0,4,-3.0966666666666667,0.5583908810306168,0.5583908810306168,1
n1.2_W4,1.2,30.0,1.0,4,-3.0933333333333333,0.8397718470719424,0.8397718470719424,1
n1.2_W4,1.2,30.0,1.0,4,-3.09,0.9310882884979068,0.9310882884979068,1
n1.2_W4,1.2,30.0,1.0,4,-3.086666666666667,0.9561917177294805,0.9561917177294805,1
n1.2_W4,1.2,30.0,1.0,4,-3.083333333333333,0.8475587681143882,0.8475587681143882,1
n1.2_W4,1.2,30.0,1.0,4,-3.08,0.9820320156462367,0.9820320156462367,1
n1.2_W4,1.2,30.0,1.0,4,-3.0766666666666667,0.8508052178404382,0.8508052178404382,1
n1.2_W4,1.2,30.0,1.0,4,-3.0733333333333333,0.6960484177044366,0.6960484177044366,1
n1.2_W4,1.2,30.0,1.0,4,-3.07,0.07195964206611757,0.07195964206611757,1
n1.2_W4,1.2,30.0,1.0,4,-3.0666666666666664,0.98869076506392,0.98869076506392,1
n1.2_W4,1.2,30.0,1.0,4,-3.0633333333333335,0.01959468505845656,0.01959468505845656,1
n1.2_W4,1.2,30.0,1.0,4,-3.06,0.7276467522938825,0.7276467522938825,1
n1.2_W4,1.2,30.0,1.0,4,-3.0566666666666666,0.6960949546402415,0.6960949546402415,1
n1.2_W4,1.2,30.0,1.0,4,-3.0533333333333332,0.6497864302767704,0.6497864302767704,1
n1.2_W4,1.2,30.0,1.0,4,-3.05,0.5318701339998283,0.5318701339998283,1
n1.2_W4,1.2,30.0,1.0,4,-3.046666666666667,0.13825928564289555,0.13825928564289555,1
n1.2_W4,1.2,30.0,1.0,4,-3.0433333333333334,0.000982618276531493,0.000982618276531493,1
n1.2_W4,1.2,30.0,1.0,4,-3.04,0.07502007124280614,0.07502007124280614,1
n1.2_W4,1.2,30.0,1.0,4,-3.0366666666666666,7.717795747046813e-05,7.717795747046813e-05,1
n1.2_W4,1.2,30.0,1.0,4,-3.033333333333333,0.6576741561367233,0.6576741561367233,1
n1.2_W4,1.2,30.0,1.0,4,-3.0300000000000002,0.9055624723354032,0.9055624723354032,1
n1.2_W4,1.2,30.0,1.0,4,-3.0266666666666664,0.8465427785416527,0.8465427785416527,1
n1.2_W4,1.2,30.0,1.0,4,-3.0233333333333334,0.8384695451455876,0.8384695451455876,1
n1.2_W4,1.2,30.0,1.0,4,-3.02,0.8378840559909632,0.8378840559909632,1
n1.2_W4,1.2,30.0,1.0,4,-3.0166666666666666,0.8312390103152416,0.8312390103152416,1
n1.2_W4,1.2,30.0,1.0,4,-3.013333333333333,0.805435004379511,0.805435004379511,1
n1.2_W4,1.2,30.0,1.0,4,-3.01,0.6303059942161009,0.6303059942161009,1
n1.2_W4,1.2,30.0,1.0,4,-3.006666666666667,0.7384681352611543,0.7384681352611543,1
n1.2_W4,1.2,30.0,1.0,4,-3.0033333333333334,0.5818899041016943,0.5818899041016943,1
n1.2_W4,1.2,30.0,1.0,4,-3.0,0.3859670169316912,0.3859670169316912,1
n2.0_W4,2.0,30.0,1.0,4,-3.8,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7966666666666664,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.793333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.79,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7866666666666666,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.783333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.78,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7766666666666664,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.773333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.77,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7666666666666666,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.763333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.76,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7566666666666664,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.753333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.75,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7466666666666666,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.743333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7399999999999998,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7366666666666664,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7333333333333334,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.73,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7266666666666666,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.723333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7199999999999998,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7166666666666663,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7133333333333334,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.71,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.7066666666666666,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.703333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6999999999999997,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6966666666666663,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6933333333333334,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.69,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6866666666666665,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.683333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6799999999999997,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6766666666666663,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6733333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.67,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6666666666666665,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.663333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6599999999999997,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6566666666666663,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6533333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.65,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6466666666666665,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.643333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6399999999999997,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6366666666666667,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6333333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.63,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6266666666666665,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.623333333333333,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6199999999999997,0.0,0.0,0
n2.0_W4,2.0,30.0,1.0,4,-3.6166666666666667,0.00045335612153438995,0.00045335612153438995,1
